Label,Topic,Claim original text,Claim corrected version,,,,,,,,
0,This house believes that endangered species should be protected,Biodiversity is important to the security of resources,Biodiversity is also important to the security of resources,,,,,,,,
0,This house believes that endangered species should be protected,biodiversity has intrinsic aesthetic and spiritual value to mankind,biodiversity has intrinsic aesthetic and spiritual value to mankind,,,,,,,,
0,This house believes that endangered species should be protected,Biodiversity supports many ecosystem services,Biodiversity supports many ecosystem services,,,,,,,,
0,This house believes that endangered species should be protected,Biodiversity is directly involved in water purification,Biodiversity is directly involved in water purification,,,,,,,,
0,This house believes that endangered species should be protected,Loss of biodiversity results in the loss of natural capital that supplies ecosystem goods and services,Loss of biodiversity results in the loss of natural capital that supplies ecosystem goods and services,,,,,,,,
0,This house believes that endangered species should be protected,As long as species have been evolving, species have been going extinct,As long as species have been evolving, species have been going extinct,,,,,,
0,This house believes that endangered species should be protected,The loss of native species is seen as a loss to ecotourism,the loss of native species as a loss to ecotourism,,,,,,,,
0,This house believes that endangered species should be protected,People who live close to nature can be dependent on the survival of all the species in their environment,People who live close to nature can be dependent on the survival of all the species in their environment,,,,,,,,
0,This house believes that endangered species should be protected,The very fact that a species is near extinction implies that its final demise will have negligible impact,The very fact that a species is near extinction implies that its final demise will have negligible impact,,,,,,,,
0,This house believes that endangered species should be protected,"since species become extinct ""all the time"" the disappearance of a few more will not destroy the ecosystem","since species become extinct ""all the time"" the disappearance of a few more will not destroy the ecosystem",,,,,,,,
0,This house believes that endangered species should be protected,The conservation of biological diversity is an integral part of the development process,is an integral part of the development process,,,,,,,,
0,This house believes that endangered species should be protected,there is a threat of significant reduction or loss of biological diversity,there is a threat of significant reduction or loss of biological diversity,,,,,,,,
0,This house believes that endangered species should be protected,wealth of biodiversity is important for future generations,wealth of biodiversity is important for future generations,,,,,,,,
0,This house believes that endangered species should be protected,Conservation is vital for future study,Conservation is vital for future study,,,,,,,,
0,This house believes that endangered species should be protected,biological richness is an unmeasurable aesthetic that may be developed into commercial recreational attractions,biological richness is an unmeasurable aesthetic that may be developed into commercial recreational attractions,,,,,,,,
0,This house believes that endangered species should be protected,Research on natural processes can only occur if habitat is preserved and organisms continue to thrive,Research on natural processes can only occur if habitat is preserved and organisms continue to thrive,,,,,,,,
0,This house believes that endangered species should be protected,The preservation of the environment has extrinsic value – instrumental to the welfare of human beings,it has extrinsic value – instrumental to the welfare of human beings,,,,,,,,
0,This house believes that endangered species should be protected,nature has an intrinsic value,nature has an intrinsic value,,,,,,,,
0,This house believes that endangered species should be protected,rapid rates of biodiversity loss threatens the sustained well-being of humanity,rapid rates of biodiversity loss threatens the sustained well-being of humanity,,,,,,,,
0,This house believes that endangered species should be protected,species are irreplaceable components of the global ecosystem,species are irreplaceable components of the global ecosystem,,,,,,,,
0,This house believes that endangered species should be protected,Species richness and genetic biodiversity contributes to and engenders ecosystem stability,Species richness and genetic biodiversity contributes to and engenders ecosystem stability,,,,,,,,
0,This house believes that endangered species should be protected,biodiversity is inherently valuable,biodiversity is inherently valuable,,,,,,,,
0,This house believes that endangered species should be protected,Diverse ecosystems are typically more productive than non-diverse ones,Diverse ecosystems are typically more productive than non-diverse ones,,,,,,,,
0,This house believes that endangered species should be protected,human economic productivity is largely reliant on Earth's ecosystems,human economic productivity is largely reliant on Earth's ecosystems,,,,,,,,
0,This house believes that endangered species should be protected,Biodiversity is a source of economic wealth,Biodiversity is a source of economic wealth,,,,,,,,
0,This house believes that endangered species should be protected,like humanity, the living environment as a whole has the same right to live and flourish,like humanity, the living environment as a whole has the same right to live and flourish,,,,,,
0,This house believes that endangered species should be protected,the right of all forms [of life] to live is a universal right,the right of all forms [of life] to live is a universal right,,,,,,,,
0,This house believes that endangered species should be protected,All life has intrinsic value,All life has intrinsic value,,,,,,,,
0,This house believes that endangered species should be protected,nature does not exist simply to be used or consumed by humans,nature does not exist simply to be used or consumed by humans,,,,,,,,
0,This house believes that endangered species should be protected,any actions which negatively affect the living systems of which we are a part, adversely affect us as well,any actions which negatively affect the living systems of which we are a part, adversely affect us as well,,,,,,
0,This house believes that endangered species should be protected,all species have inherent value,all species have inherent value,,,,,,,,
0,This house believes that endangered species should be protected,each organism has a purpose and a reason for being,each organism has a purpose and a reason for being,,,,,,,,
0,This house believes that endangered species should be protected,Other life-forms warrant our respect, whether or not they are of immediate benefit to us,They warrant our respect, whether or not they are of immediate benefit to us,,,,,,
0,This house believes that endangered species should be protected,we have a responsibility to act as custodians for nature,we have a responsibility to act as custodians for nature,,,,,,,,
0,This house believes that endangered species should be protected,More biologically diverse communities appear to be more productive,More biologically diverse communities appear to be more productive,,,,,,,,
0,This house believes that endangered species should be protected,More biologically diverse communities appear to be more stable,they appear to be more stable,,,,,,,,
0,This house believes that endangered species should be protected,there are direct economic consequences of losing diversity in certain ecosystems and in the world as a whole,there are direct economic consequences of losing diversity in certain ecosystems and in the world as a whole,,,,,,,,
0,This house believes that endangered species should be protected,diverse ecosystems actually resist invasion and disease better than their less diverse equivalents,diverse ecosystems actually resist invasion and disease better than their less diverse equivalents,,,,,,,,
0,This house believes that endangered species should be protected,the indirect effects of losing many species as well as the diversity of ecosystems in general are enormous,the indirect effects of losing many species as well as the diversity of ecosystems in general are enormous,,,,,,,,
0,This house believes that endangered species should be protected,When biodiversity is lost, the environment loses many species that provide valuable and unique roles to the ecosystem,When biodiversity is lost, the environment loses many species that provide valuable and unique roles to the ecosystem,,,,,,
0,This house believes that endangered species should be protected,The environment and all its inhabitants rely on biodiversity,The environment and all its inhabitants rely on biodiversity,,,,,,,,
0,This house believes that endangered species should be protected,humans are losing animals that could have served as biological control agents,humans are losing animals that could have served as biological control agents,,,,,,,,
0,This house believes that endangered species should be protected,Any efforts to protect the world’s remaining natural habitat and biodiversity will compete directly with humans’ growing demand for natural resources,Any efforts to protect the world’s remaining natural habitat and biodiversity will compete directly with humans’ growing demand for natural resources,,,,,,,,
0,This house believes that endangered species should be protected,The cost of repairing damaged ecosystems is considered to be much higher than the cost of conserving natural ecosystems,The cost of repairing damaged ecosystems is considered to be much higher than the cost of conserving natural ecosystems,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,government austerity can result in economic expansion,government austerity can result in economic expansion,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,Austerity programs tend to have an adverse impact on the poorest segments of the population,they tend to have an adverse impact on the poorest segments of the population,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures tend to depress economic growth,austerity measures tend to depress economic growth,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity can engender deflation which inflates existing debt,austerity can engender deflation which inflates existing debt,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,Austerity programs tend to have an impact on the poorest segments of the population,they tend to have an impact on the poorest segments of the population,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,rather than 'punish' the banks and others truly responsible for the crisis, the government is instead 'punishing' regular people for the 'crimes' of others,rather than 'punish' the banks and others truly responsible for the crisis, the government is instead 'punishing' regular people for the 'crimes' of others,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures tend to be counterproductive,austerity measures tend to be counterproductive,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity simply depresses economic growth,austerity simply depresses economic growth,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity can engender deflation which inflates existing debt,austerity can engender deflation which inflates existing debt,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,government should always run a balanced budget,government should always run a balanced budget,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,deficit spending is always bad policy,deficit spending is always bad policy,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,government deficits are inflationary,government deficits are inflationary,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,deficit spending may create inflation,deficit spending may create inflation,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,an increase in government spending will lead to inflation,an increase in government spending will lead to inflation,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,the state should provide citizens their demands in order to achieve people's well-being,the state should provide citizens their demands in order to achieve people's well-being,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,Some of the austerity measures are irrational,some of the austerity measures were irrational,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,negative impact of tighter fiscal policy could offset the positive impact,negative impact of tighter fiscal policy could offset the positive impact,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,social disruption could have a significantly negative impact on investment and growth in the longer term,social disruption could have a significantly negative impact on investment and growth in the longer term,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,policy makers consistently underestimated the disastrous effects of rigid spending cuts on economic growth,policy makers consistently underestimated the disastrous effects of rigid spending cuts on economic growth,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,Short-term sacrifices are necessary for long-term success,short-term sacrifices necessary for long-term success,,,,,,,,
0,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,Governments borrowed too much, now they're paying the price, and fiscal austerity is the only answer,Governments borrowed too much, now they're paying the price, and fiscal austerity is the only answer,,,,
0,This house would limit the right to bear arms,There are significant correlations between gun ownership and gun-related suicide and homicide rates,there were significant correlations between gun ownership and gun-related suicide and homicide rates,,,,,,,,
0,This house would limit the right to bear arms,the access to guns leads to more violence,the access to guns leads to more violence,,,,,,,,
0,This house would limit the right to bear arms,laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime,laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime,,,,,,
0,This house would limit the right to bear arms,allowing law-abiding citizens to carry concealed firearms deters crime,allowing law-abiding citizens to carry concealed firearms deters crime,,,,,,,,
0,This house would limit the right to bear arms,Gun laws generally have no significant effect on violent crime rates or suicide rates,gun laws generally had no significant effect on violent crime rates or suicide rates,,,,,,,,
0,This house would limit the right to bear arms,Self-defense is considered to be a fundamental and inalienable human right,self-defense to be a fundamental and inalienable human right,,,,,,,,
0,This house would limit the right to bear arms,The prohibition of an effective means of self defense is considered to be unethical,the prohibition of an effective means of self defense to be unethical,,,,,,,,
0,This house would limit the right to bear arms,laws that forbid the carrying of arms .. disarm only those who are neither inclined nor determined to commit crimes,laws that forbid the carrying of arms .. disarm only those who are neither inclined nor determined to commit crimes,,,,,,,,
0,This house would limit the right to bear arms,Gun ownership is seen as a civil right,gun ownership as a civil right,,,,,,,,
0,This house would limit the right to bear arms,gun possession is a civil right,gun possession is a civil right,,,,,,,,
0,This house would limit the right to bear arms,an armed citizens' militia can help deter crime and tyranny,an armed citizens' militia can help deter crime and tyranny,,,,,,,,
0,This house would limit the right to bear arms,There are substantial correlations between gun ownership and gun-related suicide and homicide rates,there were substantial correlations between gun ownership and gun-related suicide and homicide rates,,,,,,,,
0,This house would limit the right to bear arms,easier access to guns lead to more violence,easier access to guns lead to more violence,,,,,,,,
0,This house would limit the right to bear arms,laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime,laws which make it easier for law-abiding citizens to get a permit to carry a gun in public places, cause reductions in crime,,,,,,
0,This house would limit the right to bear arms,allowing law-abiding citizens to carry concealed firearms deters crime,allowing law-abiding citizens to carry concealed firearms deters crime,,,,,,,,
0,This house would limit the right to bear arms,Gun laws generally have no significant effect on violent crime rates or suicide rates,gun laws generally had no significant effect on violent crime rates or suicide rates,,,,,,,,
0,This house would limit the right to bear arms,laws that forbid the carrying of arms .. disarm only those who are neither inclined nor determined to commit crimes,laws that forbid the carrying of arms .. disarm only those who are neither inclined nor determined to commit crimes,,,,,,,,
0,This house would limit the right to bear arms,Laws that forbid the carrying of arms make things worse for the assaulted and better for the assailants,laws make things worse for the assaulted and better for the assailants,,,,,,,,
0,This house would limit the right to bear arms,Laws that forbid the carrying of arms serve rather to encourage than to prevent homicides,they serve rather to encourage than to prevent homicides,,,,,,,,
0,This house would limit the right to bear arms,gun possession is a civil right,gun possession is a civil right,,,,,,,,
0,This house would limit the right to bear arms,an armed citizens' militia can help deter crime and tyranny,an armed citizens' militia can help deter crime and tyranny,,,,,,,,
0,This house would limit the right to bear arms,gun possession is a fundamental civil right,gun possession is a fundamental civil right,,,,,,,,
0,This house would limit the right to bear arms,"the people have a right to ""keep and bear arms"" as a protection from the government","the people have a right to ""keep and bear arms"" as a protection from the government",,,,,,,,
0,This house would limit the right to bear arms,"the right to bear arms is necessary for the citizens to protect themselves from the ""tyranny in government","the right to bear arms is necessary for the citizens to protect themselves from the ""tyranny in government",,,,,,,,
0,This house would limit the right to bear arms,an armed citizenry is the population's last line of defense against tyranny by their own government,an armed citizenry is the population's last line of defense against tyranny by their own government,,,,,,,,
0,This house would limit the right to bear arms,arms allow for successful rebellions against tyranny,arms allow for successful rebellions against tyranny,,,,,,,,
0,This house would limit the right to bear arms,a well-armed citizenry prevents crime,a well-armed citizenry prevents crime,,,,,,,,
0,This house would limit the right to bear arms,making civilian ownership of firearms illegal would increase the crime rate,making civilian ownership of firearms illegal would increase the crime rate,,,,,,,,
0,This house would limit the right to bear arms,increased gun ownership leads to higher levels of crime,increased gun ownership leads to higher levels of crime,,,,,,,,
0,This house would limit the right to bear arms,Armed citizens play their role in crime control,Armed citizens play their role in crime control,,,,,,,,
0,This house would limit the right to bear arms,criminals ignore gun control laws,criminals ignore gun control laws,,,,,,,,
0,This house would limit the right to bear arms,Criminals are effectively deterred by armed intended victims,are effectively deterred by armed intended victims,,,,,,,,
0,This house would limit the right to bear arms,people who keep a gun at home increase their risk of homicide,people who keep a gun at home increase their risk of homicide,,,,,,,,
0,This house would limit the right to bear arms,allowing law-abiding citizens to carry concealed firearms, deters crime,allowing law-abiding citizens to carry concealed firearms, deters crime,,,,,,
0,This house would limit the right to bear arms,The possibility of getting shot by an armed victim is a substantial deterrent to crime,The possibility of getting shot by an armed victim is a substantial deterrent to crime,,,,,,,,
0,This house would limit the right to bear arms,gun ownership is a civil liberty,gun ownership is a civil liberty,,,,,,,,
0,This house would limit the right to bear arms,citizens need to arm themselves to safeguard political liberties against threats by the government,citizens need to arm themselves to safeguard political liberties against threats by the government,,,,,,,,
0,This house would limit the right to bear arms,The personal right to bear arms is thought to be a paramount right by which other rights could be protected,the personal right to bear arms to be a paramount right by which other rights could be protected,,,,,,,,
0,This house would limit the right to bear arms,the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm,the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm,,,,,,,,
0,This house would limit the right to bear arms,criminal use of guns is far more common than self-defense use of guns,criminal use of guns is far more common than self-defense use of guns,,,,,,,,
0,This house would limit the right to bear arms,more guns can reduce crime,more guns can reduce crime,,,,,,,,
0,This house would limit the right to bear arms,limiting access to guns by law-abiding people makes them more vulnerable to armed criminals,limiting access to guns by law-abiding people makes them more vulnerable to armed criminals,,,,,,,,
0,This house would limit the right to bear arms,Right-to-carry laws serve as a deterrent against crime,serve as a deterrent against crime,,,,,,,,
0,This house would limit the right to bear arms,guns provide some level of protection against criminality and tyranny,guns provide some level of protection against criminality and tyranny,,,,,,,,
0,This house would limit the right to bear arms,widespread gun ownership is protection against tyranny,widespread gun ownership is protection against tyranny,,,,,,,,
0,This house would limit the right to bear arms,most guns are in the hands of people who are unlikely to misuse them,most guns are in the hands of people who are unlikely to misuse them,,,,,,,,
0,This house would limit the right to bear arms,the right to bear arms is absolute and unqualified,the right to bear arms is absolute and unqualified,,,,,,,,
0,This house would limit the right to bear arms,Americans have an individual right described in the Second Amendment to possess firearms,Americans have an individual right described in the Second Amendment to possess firearms,,,,,,,,
0,This house would limit the right to bear arms,no rights should ever be allowed to be taken away by the government,no rights should ever be allowed to be taken away by the government,,,,,,,,
0,This house would limit the right to bear arms,it would be of no use to forbid law-abiding citizens to own legal registered guns in accordance to the law,it would be of no use to forbid law-abiding citizens to own legal registered guns in accordance to the law,,,,,,,,
0,This house would limit the right to bear arms,Regions where gun ownership is widespread are the ones with the smallest number of gun-related deaths,regions where gun ownership is widespread were the ones with the smallest number of gun-related deaths,,,,,,,,
0,This house would limit the right to bear arms,guns are dangerous for society,guns are dangerous for society,,,,,,,,
0,This house would limit the right to bear arms,Guns' only reason to exist is to harm others,their only reason to exist is to harm others,,,,,,,,
0,This house would limit the right to bear arms,guns are needed for personal security,guns are needed for personal security,,,,,,,,
0,This house would limit the right to bear arms,gun control laws are effective in reducing gun-related accidents and crime,gun control laws are effective in reducing gun-related accidents and crime,,,,,,,,
0,This house would limit the right to bear arms,gun control laws are ineffective in reducing gun-related accidents and crime,gun control laws are ineffective in reducing gun-related accidents and crime,,,,,,,,
0,This house would limit the right to bear arms,the Second Amendment guarantees an individual's right to own a firearm,the Second Amendment guarantees an individual's right to own a firearm,,,,,,,,
0,This house would limit the right to bear arms,fewer restrictions on handguns will result in increasing numbers of injuries and deaths,fewer restrictions on handguns will result in increasing numbers of injuries and deaths,,,,,,,,
0,This house would limit the right to bear arms,Defensive use of guns is both common and effective in preventing injury and property loss,Defensive use of guns is both common and effective in preventing injury and property loss,,,,,,,,
0,This house would limit the right to bear arms,gun bans would increase injuries and deaths,gun bans would increase injuries and deaths,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Bribery in bureaucracy has been viewed as a reason for higher cost of production of goods and services,Bribery in bureaucracy has been viewed as a reason for higher cost of production of goods and services,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Expectations of when a monetary transaction is appropriate can differ from place to place,Expectations of when a monetary transaction is appropriate can differ from place to place,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Bribery encourages rent seeking behaviour,it encourages rent seeking behaviour,,,,,,,,
0,This house believes that bribery is sometimes acceptable,the bribery of government officials impedes the democratic process,the bribery of government officials impedes the democratic process,,,,,,,,
0,This house believes that bribery is sometimes acceptable,The bribery of government officials may interfere with good government,may interfere with good government,,,,,,,,
0,This house believes that bribery is sometimes acceptable,In some cases where the system of law is not well-implemented, bribes may be a way for companies to continue their businesses,In some cases where the system of law is not well-implemented, bribes may be a way for companies to continue their businesses,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption poses a serious development challenge,Corruption poses a serious development challenge,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption undermines democracy and good governance,it undermines democracy and good governance,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption undermines the legitimacy of government and democratic values,corruption undermines the legitimacy of government and such democratic values,,,,,,,,
0,This house believes that bribery is sometimes acceptable,corruption increases the cost of business,corruption increases the cost of business,,,,,,,,
0,This house believes that bribery is sometimes acceptable,corruption reduces costs by cutting bureaucracy,corruption reduces costs by cutting bureaucracy,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Availability of bribes can induce officials to contrive new rules and delays,availability of bribes can also induce officials to contrive new rules and delays,,,,,,,,
0,This house believes that bribery is sometimes acceptable,corruption inflates the cost of business,corruption inflates the cost of business,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption generates economic distortions,Corruption also generates economic distortions,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption reduces the quality of government services and infrastructure,reduces the quality of government services and infrastructure,,,,,,,,
0,This house believes that bribery is sometimes acceptable,In some countries the culture of corruption extends to every aspect of public life, making it extremely difficult for individuals to stay in business without resorting to bribes,In some countries the culture of corruption extends to every aspect of public life, making it extremely difficult for individuals to stay in business without resorting to bribes,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption and economic crimes undermine the value of democracy,undermine the value of democracy,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption adds to economic inequality,adds to economic inequality,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption favors the most connected and unscrupulous, rather than the efficient,Corruption favors the most connected and unscrupulous, rather than the efficient,,,,,,
0,This house believes that bribery is sometimes acceptable,Bribes lead to a misdirection of resources,Bribes also lead to a misdirection of resources,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption is never a better option to honest public policy,Corruption is never a better option to honest public policy,,,,,,,,
0,This house believes that bribery is sometimes acceptable,Corruption distorts and retards development,it distorts and retards development,,,,,,,,
0,This house believes that bribery is sometimes acceptable,"corruption may act as a ""lubricant"" to ""loosen up"" the bureaucracy and facilitate commercial exchanges","corruption may act as a ""lubricant"" to ""loosen up"" the bureaucracy and facilitate commercial exchanges",,,,,,,,
0,This house would re-engage with Myanmar,sanctions are designed to pressure the regime to enter into dialogue with the demcoracy movement,sanctions are designed to pressure the regime to enter into dialogue with the demcoracy movement,,,,,,,,
0,This house would re-engage with Myanmar,American-led sanctions have had adverse effects on the civilian population,American-led sanctions have had adverse effects on the civilian population,,,,,,,,
0,This house would re-engage with Myanmar,the government has embarked on a series of reforms toward liberal democracy,the government has embarked on a series of reforms toward liberal democracy,,,,,,,,
0,This house would re-engage with Myanmar,the military regime in Burma is one of the world's most repressive and abusive regimes,the military regime in Burma is one of the world's most repressive and abusive regimes,,,,,,,,
0,This house would re-engage with Myanmar,the Burmese regime has marked certain ethnic minorities such as the Karen for extermination,the Burmese regime has marked certain ethnic minorities such as the Karen for extermination,,,,,,,,
0,This house would re-engage with Myanmar,since the transition to new government in August 2011, Burma's human rights record has been improving,since the transition to new government in August 2011, Burma's human rights record has been improving,,,,,,
0,This house would re-engage with Myanmar,the American-led sanctions have had adverse effects on the civilian population,the American-led sanctions have had adverse effects on the civilian population,,,,,,,,
0,This house would re-engage with Myanmar,economic sanctions and political pressure by Western countries on Burma was counter-productive and futile,economic sanctions and political pressure by Western countries on Burma was counter-productive and futile,,,,,,,,
0,This house would re-engage with Myanmar,economic sanctions and political pressure on the Burmese military regime remain the only feasible policy to achieve a restoration of democracy and human rights in Burma,economic sanctions and political pressure on the Burmese military regime remain the only feasible policy to achieve a restoration of democracy and human rights in Burma,,,,,,,,
0,This house would re-engage with Myanmar,efforts to sanction Burma were useless,efforts to sanction Burma were useless,,,,,,,,
0,This house would re-engage with Myanmar,the best way to go is through engagement and encouragement,the best way to go is through engagement and encouragement,,,,,,,,
0,This house would re-engage with Myanmar,constructive engagement with the Burmese junta has failed,constructive engagement with the Burmese junta has failed,,,,,,,,
0,This house would re-engage with Myanmar,The use of force is the last thing Burma needs right now,The use of force is the last thing Burma needs right now,,,,,,,,
0,This house would re-engage with Myanmar,Burma's rulers continue to defy the world's just demand to stop their vicious persecution,Burma's rulers continue to defy the world's just demand to stop their vicious persecution,,,,,,,,
0,This house would re-engage with Myanmar,the government wants to engage again in constructive dialogue,the government wants to engage again in constructive dialogue,,,,,,,,
0,This house would build the Keystone XL pipeline,The pipeline would present significant adverse effects to certain cultural resources,"it would present ""significant adverse effects to certain cultural resources",,,,,,,,
0,This house would build the Keystone XL pipeline,the new pipeline has been beset with cost overruns,the new pipeline has been beset with cost overruns,,,,,,,,
0,This house would build the Keystone XL pipeline,The pipeline's permit was based on a deficient environmental impact statement,its permit was based on a deficient environmental impact statement,,,,,,,,
0,This house would build the Keystone XL pipeline,the pipeline could pollute air and water supplies,the pipeline could pollute air and water supplies,,,,,,,,
0,This house would build the Keystone XL pipeline,this is the most technologically advanced and safest pipeline ever proposed,this is the most technologically advanced and safest pipeline ever proposed,,,,,,,,
0,This house would build the Keystone XL pipeline,the Keystone XL Pipeline undermines the U.S. commitment to a clean energy economy,the Keystone XL Pipeline undermines the U.S. commitment to a clean energy economy,,,,,,,,
0,This house would build the Keystone XL pipeline,building this pipeline has the potential to undermine America's clean energy future and international leadership on climate change,building this pipeline has the potential to undermine America's clean energy future and international leadership on climate change,,,,,,,,
0,This house would build the Keystone XL pipeline,this pipeline is a multi-billion dollar investment to expand our reliance on the dirtiest source of transportation fuel currently available,this pipeline is a multi-billion dollar investment to expand our reliance on the dirtiest source of transportation fuel currently available,,,,,,,,
0,This house would build the Keystone XL pipeline,The Keystone XL pipeline would allow the U.S. to increase its energy security and reduce its dependence on foreign oil,it would allow the U.S. to increase its energy security and reduce its dependence on foreign oil,,,,,,,,
0,This house would build the Keystone XL pipeline,there is an extensive overcapacity of oil pipelines from Canada,there is an extensive overcapacity of oil pipelines from Canada,,,,,,,,
0,This house would build the Keystone XL pipeline,After completion of the Keystone XL line, oil pipelines to the U.S. may run nearly half-empty,After completion of the Keystone XL line, oil pipelines to the U.S. may run nearly half-empty,,,,,,
0,This house would build the Keystone XL pipeline,"the pipeline would be ""game over for the planet","the pipeline would be ""game over for the planet",,,,,,,,
0,This house would build the Keystone XL pipeline,Oil sands extraction is generally held to be more environmentally damaging than conventional crude oil,Oil sands extraction is generally held to be more environmentally damaging than conventional crude oil,,,,,,,,
0,This house would build the Keystone XL pipeline,The production of bitumen and synthetic crude oil emits more greenhouse gases than the production of conventional crude oil,The production of bitumen and synthetic crude oil emits more greenhouse gases than the production of conventional crude oil,,,,,,,,
0,This house would build the Keystone XL pipeline,oil sands industry has been identified as the largest contributor to greenhouse gas emissions growth in Canada,oil sands industry has been identified as the largest contributor to greenhouse gas emissions growth in Canada,,,,,,,,
0,This house would build the Keystone XL pipeline,wildlife has been negatively affected by the oil sands,wildlife has been negatively affected by the oil sands,,,,,,,,
0,This house would build the Keystone XL pipeline,Pipelines are generally the most economical way to transport large quantities of oil, refined oil products or natural gas over land,Pipelines are generally the most economical way to transport large quantities of oil, refined oil products or natural gas over land,,,,,,
0,This house would build the Keystone XL pipeline,oil and gas pipelines are an important asset of the economic development of almost any country,oil and gas pipelines are an important asset of the economic development of almost any country,,,,,,,,
0,This house believes that opinion polls harm the democratic process,A benchmark poll gives the candidate a picture of where they stand with the electorate before any campaigning takes place,it gives the candidate a picture of where they stand with the electorate before any campaigning takes place,,,,,,,,
0,This house believes that opinion polls harm the democratic process,the candidate may use the poll to decide whether or not they should even run for office,the candidate may use the poll to decide whether or not they should even run for office,,,,,,,,
0,This house believes that opinion polls harm the democratic process,Respondents may deliberately try to manipulate the outcome of a poll,Respondents may deliberately try to manipulate the outcome of a poll,,,,,,,,
0,This house believes that opinion polls harm the democratic process,By providing information about voting intentions, opinion polls can sometimes influence the behavior of electors,By providing information about voting intentions, opinion polls can sometimes influence the behavior of electors,,,,,,
0,This house believes that opinion polls harm the democratic process,opinion polls are actually a device for influencing public opinion,opinion polls are actually a device for influencing public opinion,,,,,,,,
0,This house believes that opinion polls harm the democratic process,polls directly affect voting,polls directly affect voting,,,,,,,,
0,This house believes that opinion polls harm the democratic process,some people vote for those candidates or parties who are likely to succeed (or are proclaimed as such by the media)," hoping to be on the ""winner's side"" in the end",some people vote for those candidates or parties who are likely to succeed (or are proclaimed as such by the media)," hoping to be on the ""winner's side"" in the end",,,,,,
0,This house believes that opinion polls harm the democratic process,poll results (whether accurate or inaccurate) can significantly influence election results in closely contested elections,poll results (whether accurate or inaccurate) can significantly influence election results in closely contested elections,,,,,,,,
0,This house believes that opinion polls harm the democratic process,as poll results are repeatedly reported, the bandwagon effect will tend to snowball and become a powerful aid to leading candidates,as poll results are repeatedly reported, the bandwagon effect will tend to snowball and become a powerful aid to leading candidates,,,,,,
0,This house believes that opinion polls harm the democratic process,predictions about public opinion become fact as mass media's coverage of the majority opinion becomes the status quo, and the minority becomes less likely to speak out,predictions about public opinion become fact as mass media's coverage of the majority opinion becomes the status quo, and the minority becomes less likely to speak out,,,,,,
0,This house believes that opinion polls harm the democratic process,Exit polls have historically and throughout the world been used as a check against and rough indicator of the degree of election fraud,Exit polls have historically and throughout the world been used as a check against and rough indicator of the degree of election fraud,,,,,,,,
